Thailand,ED,Education,Goal 1: Improve Teaching,Objective 1.1: Improve Teachers' Communication Skills,Number of teachers who interacted with a Volunteer in English.,Output,
Thailand,ED,Education,Goal 1: Improve Teaching,Objective 1.1: Improve Teachers' Communication Skills,"Teachers: English Teacher English Proficiency - Number of English teachers, out of the total number of teachers the Volunteer worked with, who conducted a higher proportion of their class procedural language in English. ",Outcome,
Thailand,ED,Education,Goal 1: Improve Teaching,Objective 1.2: Improve English Teachers' Instructional Practice,"Teachers: English Teaching Methodology - Number of teachers, out of the total number of teachers the Volunteer worked with, who improved their English instruction in one or more of the following ways: used new techniques for teaching language skills or more effectively applied established communicative language learning principles",Outcome,
Thailand,ED,Education,Goal 1: Improve Teaching,Objective 1.2: Improve English Teachers' Instructional Practice,"Teachers: General Teaching Practices - Number of teachers, out of the total number of teachers the Volunteer worked with, who increased their use of student-centered teaching techniques. ",Outcome,
Thailand,ED,Education,Goal 1: Improve Teaching,Objective 1.2: Improve English Teachers' Instructional Practice,"Teachers: Classroom Management - Number of teachers, out of the total number of teachers the Volunteer worked with, who introduced improved structures or routines to manage classroom interactions more effectively",Outcome,
Thailand,ED,Education,Goal 1: Improve Teaching,Objective 1.3: Improve Resource Development and Use,Number of teachers the Volunteer discussed lesson plans with.,Output,
Thailand,ED,Education,Goal 1: Improve Teaching,Objective 1.3: Improve Resource Development and Use,Number of teachers the Volunteer discussed classroom materials with.,Output,
Thailand,ED,Education,Goal 1: Improve Teaching,Objective 1.3: Improve Resource Development and Use,"Teachers: Resource Development - Number of teachers, out of the total number of teachers the Volunteer worked with, who increased  their use of learning resources or classroom materials by creating, improving, or managing items such as lesson plans, posters, handouts, library books or other  materials that support classroom learning. ",Outcome,
Thailand,ED,Education,Goal 2: Increase Student Success,Objective 2.1: Improve Achievement and Participation in English Class,Number of students that the Volunteers worked with on English reading skills.,Output,
Thailand,ED,Education,Goal 2: Increase Student Success,Objective 2.1: Improve Achievement and Participation in English Class,"Students: English Proficiency - Number of students, out of the total number of students the Volunteer/partner worked with, who demonstrated improved English proficiency based on class content through formal or informal assessment. ",Outcome,
Thailand,ED,Education,Goal 2: Increase Student Success,Objective 2.1: Improve Achievement and Participation in English Class,"Students: Basic Reading Skills - Number of students, out of the total number of students the Volunteer/partner worked with, who demonstrated improvement in one or more of the following skills: letter recognition, print knowledge, phonics, oral fluency or print production.",Outcome,
Thailand,ED,Education,Goal 2: Increase Student Success,"Objective 2.2: Improve Student Achievement, Participation, and Leadership Skills through English Extracurricular Activities","Students: Extracurricular Activities in English—Number of students, out of the total number of students the Volunteer/partner worked with, who participated in additional extracurricular activities in English. ",Outcome,
Thailand,ED,Education,Goal 2: Increase Student Success,"Objective 2.2: Improve Student Achievement, Participation, and Leadership Skills through English Extracurricular Activities","Students: Confidence and Motivation—Number of students, out of the total number of students the Volunteer/partner worked with, who demonstrated increased confidence or motivation in a class, club, or camp. ",Outcome,
Thailand,ED,Education,Goal 2: Increase Student Success,"Objective 2.2: Improve Student Achievement, Participation, and Leadership Skills through English Extracurricular Activities","Students: Leadership—Number of students, out of the total number of students the Volunteer/partner worked with, who demonstrated leadership in or out of the classroom through activities like peer teaching, coaching, or homework help. ",Outcome,
Thailand,ED,Education,Goal 3: Improve the School Community,Objective 3.1: School Community Projects,Number of school community members who worked with the Volunteer and co-teacher.,Output,
Thailand,ED,Education,Goal 3: Improve the School Community,Objective 3.1: School Community Projects,"Community Engagement: School Administration—Number of school community members, out of the total number of school community members the Volunteer/partner worked with, who strengthened school administrative procedures for English teachers, improved school facilities to expand English use, or enhanced student English learning opportunities. ",Outcome,
Thailand,ED,Education,Goal 3: Improve the School Community,Objective 3.2: School and Family-focused Community Projects,Number of community members who attended family-focused school activities.,Output,
Thailand,ED,Education,Goal 3: Improve the School Community,Objective 3.2: School and Family-focused Community Projects,"Community Engagement: Support for Learning - Number of community members, out of the total number of community members the Volunteer/partner worked with, who increased their participation in activities that support their school or enhance student literacy opportunities. ",Outcome,
Thailand,YD,Youth,Goal 1: Develop Healthier Lifestyle,Objective 1.1: Improve Life Skills,Number of youth taught by Volunteers.,Output,
Thailand,YD,Youth,Goal 1: Develop Healthier Lifestyle,Objective 1.1: Improve Life Skills,"Life Skills – positive identity & self esteem: Number of youth, out of the total number of youth the Volunteer/partner worked with, who described or displayed three or more of their own personal strengths or assets as evidence of improved sense of self-esteem or self-worth. ",Outcome,
Thailand,YD,Youth,Goal 1: Develop Healthier Lifestyle,Objective 1.1: Improve Life Skills,"Life Skills – positive communication: Number of youth, out of the total number of youth the Volunteer/partner worked with, who exhibited new positive communication or relational skills in one or more of the following ways: active, reflective listening with empathy; summarizing or paraphrasing others’ words; assertive negotiation skills; expressing needs and wants clearly; resisting opportunities or pressure to engage in risky behavior; resolving conflict appropriately without resorting to violence or combative behavior.",Outcome,
Thailand,YD,Youth,Goal 1: Develop Healthier Lifestyle,Objective 1.1: Improve Life Skills,"Life Skills- decision making & critical thinking - Number of youth, out of the total number of youth the Volunteer/partner worked with, who demonstrated improved decision making, critical thinking, and problem solving skills in one or more of the following ways: developing creative solutions; analyzing pros and cons; seeking counsel and additional information; making decisions based on personal values; articulating potential consequences of various choices.",Outcome,
Thailand,YD,Youth,Goal 1: Develop Healthier Lifestyle,Objective 1.1: Improve Life Skills,"Emotional Health –  Number of youth, out of the total number of youth the Volunteer/partner worked with, who described new positive coping strategies for dealing with stress and emotions such as articulating personal growth or lessons learned from difficulties they encountered; identifying positive peers or adults with whom to talk, identifying at least 3 self-care strategies. ",Outcome,
Thailand,YD,Youth,Goal 1: Develop Healthier Lifestyle,Objective 1.2: Improve Sexual and Reproductive Health,Number of youth trained in sexual reproductive health activities.,Output,
Thailand,YD,Youth,Goal 1: Develop Healthier Lifestyle,Objective 1.2: Improve Sexual and Reproductive Health,"Pregnancy Prevention- Number of youth, out of the total number of youth the Volunteer/partner worked with, who were able to explain at least three methods to prevent unwanted pregnancies. ",Outcome,
Thailand,YD,Youth,Goal 1: Develop Healthier Lifestyle,Objective 1.2: Improve Sexual and Reproductive Health,"Prevention- Number of youth, out of the total number of youth the Volunteer/partner worked with, who correctly identified at least three ways to prevent the transmission of HIV. ",Outcome,
Thailand,YD,Youth,Goal 1: Develop Healthier Lifestyle,Objective 1.2: Improve Sexual and Reproductive Health,"Condom Use- Number of youth, out of the total number of youth the Volunteer/partner worked with, who described correct condom use.",Outcome,
Thailand,YD,Youth,Goal 1: Develop Healthier Lifestyle,Objective 1.2: Improve Sexual and Reproductive Health,"Understanding puberty – Number of youth, out of the total number of youth the Volunteer/partner worked with, who can describe at least three physical changes during puberty.  ",Outcome,
Thailand,YD,Youth,Goal 2: Better prepared for workforce,Objective 2.1: Improve Personal finance skills,Number of youth trained in personal finance concepts.,Output,
Thailand,YD,Youth,Goal 2: Better prepared for workforce,Objective 2.1: Improve Personal finance skills,"Financial Literacy - Number of youth, out of the total number of youth the Volunteer/partner worked with, who demonstrated improved financial literacy skills by doing at least two of the following: creating personal budgets, starting savings plans, opening up banks accounts, participating in group savings schemes, setting financial goals and/or reporting improved money management. ",Outcome,
Thailand,YD,Youth,Goal 2: Better prepared for workforce,Objective 2.2: Improve entrepreneurial skills,Number of youth who participate in entrepreneurship and business concepts trainings or activities.,Output,
Thailand,YD,Youth,Goal 2: Better prepared for workforce,Objective 2.2: Improve entrepreneurial skills,"Entrepreneurship and Simple Business Concepts - Number of youth, out of the total number of youth trained in entrepreneurship and business concepts, who describe at least one of  simple business concepts to improve an entrepreneurial activity in their community.",Outcome,
Thailand,YD,Youth,Goal 2: Better prepared for workforce,Objective 2.3: Improve English communication skills,Number of youth the Volunteer/partner worked with on basic English communication skills ,Output,
Thailand,YD,Youth,Goal 2: Better prepared for workforce,Objective 2.3: Improve English communication skills,"Vocational Skills, English - Number of youth, out of the total number of youth the Volunteer/partner worked with, who demonstrated examples of improved vocational skills such as using improved verbal or written English for work, employment, or business activities. ",Outcome,
Thailand,YD,Youth,Goal 3: Improve Civic Engagement,Objective 3.1: Improve Civic engagement,Number of youth who are trained on volunteerism and service learning methodology.,Output,
Thailand,YD,Youth,Goal 3: Improve Civic Engagement,Objective 3.1: Improve Civic engagement,Number of youth who are trained on civic education,Output,
Thailand,YD,Youth,Goal 3: Improve Civic Engagement,Objective 3.1: Improve Civic engagement,"Volunteerism - Number of youth, out of the total number of youth the Volunteer/partner worked with, who increased their engagement in at least one community-benefiting, peer education, or other service-orientated activity. ",Outcome,
Thailand,YD,Youth,Goal 3: Improve Civic Engagement,Objective 3.1: Improve Civic engagement,"Civic Education - Number of youth, out of the total number of youth the Volunteer/partner worked with, who demonstrated increased civic engagement by exhibiting at least two of the following behaviors:  participating in community problem solving, regular volunteering, active membership in groups or associations, participating in fund-raising activities, or engaging local officials or leaders in decision making. ",Outcome,
Thailand,YD,Youth,Goal 3: Improve Civic Engagement,Objective 3.2: Improve peer leadership skills,Number of youth trained on leadership skills and behaviors,Output,
Thailand,YD,Youth,Goal 3: Improve Civic Engagement,Objective 3.2: Improve peer leadership skills,"Leadership - Number of youth, out of the total number of youth the Volunteer/partner worked with, who demonstrated new leadership behaviors including exhibiting two or more of the following traits: visionary, drive to see things through, effective communicator, motivator, planner, creative thinker, sets an example for others. ",Outcome,
Thailand,YD,Youth,Goal 4: Build support for Youth,Objective 4.1: Improve caregiver involvement,Number of caregivers that participate in positive youth development events and activities,Output,
Thailand,YD,Youth,Goal 4: Build support for Youth,Objective 4.1: Improve caregiver involvement,"Positive YD Activities – Number of service providers (parents, individuals, leaders, association members, etc.), out of the total number of service providers the Volunteer/partner worked with, who increased their involvement in positive youth development activities. ",Outcome,
Thailand,YD,Youth,Goal 4: Build support for Youth,Objective 4.2: Improve caregiver communication,Number of caregivers trained on communication strategies.,Output,
Thailand,YD,Youth,Goal 4: Build support for Youth,Objective 4.2: Improve caregiver communication,Number of youth trained on positive adult relationship or mentoring relationship in their lives,Output,
Thailand,YD,Youth,Goal 4: Build support for Youth,Objective 4.2: Improve caregiver communication,"Parent Communication - Number of parents, out of the total number of parents the Volunteer/partner worked with, who reported improved communications or relationships with their children. ",Outcome,
Thailand,YD,Youth,Goal 4: Build support for Youth,Objective 4.2: Improve caregiver communication,"Positive Adult Relationship - Number of youth, out of the total number of youth the Volunteer/partner worked with, who described at least one new positive adult relationship or mentoring relationship in their lives. ",Outcome,
Rwanda,ED,TEFL,Goal 1: Improve Learning,Objective 1.1 Improve Achievement and Participation in English Class,"Students: English Proficiency - Number of students, out of the total number of students the Volunteer/partner worked with, who demonstrated improved English proficiency based on class content through formal or informal assessment. ",Outcome,
Rwanda,ED,TEFL,Goal 1: Improve Learning,Objective 1.1 Improve Achievement and Participation in English Class,"Students: English Literacy - Number of students, out of the total number of students the Volunteer/partner worked with, who demonstrated improved performance in reading or written composition in English for academic or professional purposes (based on class content), through formal and informal assessment. ",Outcome,
Rwanda,ED,TEFL,Goal 1: Improve Learning,Objective 1.1 Improve Achievement and Participation in English Class,Students: Number of students out of the total number of students taught by the Volunteer over the school year that demonstrated at least one new or improved critical thinking skill,Outcome,
Rwanda,ED,TEFL,Goal 1: Improve Learning,"Objective 1.2 Improved Student Achievement, Participation, and Leadership Skills through Extracurricular Activities","Number of Students, out of the total number of students the Volunteer/Partner worked with, who demonstrated improvement in English usage through participation in additional extra-curricular activities in English. ",Outcome,
Rwanda,ED,TEFL,Goal 1: Improve Learning,"Objective 1.2 Improved Student Achievement, Participation, and Leadership Skills through Extracurricular Activities","Students: Number of students out of the total number of students the Volunteer/Partner worked with, who demonstrated improved achievement in the content of the class, club or camp, as determined by a formal or informal assessment",Outcome,
Rwanda,ED,TEFL,Goal 1: Improve Learning,Objective 1.3 Increase Access to Resources,"Students: School Libraries and/or ICT resources: Number of Students, out of the total number of students the Volunteer/partner served, who gained access to more reading materials or were better able to use and access electronic resources due to the creation or expansion of a school library or computer center",Outcome,
Rwanda,ED,TEFL,Goal 2: Improve Teaching,Objective 2.1 Improve Teachers' Communication Skills,"Teachers: Teacher English Proficiency - Number of teachers, out of the total number of teachers the Volunteer worked with, who introduced improved structures or routines to manage classroom interactions in English more effectively. ",Outcome,
Rwanda,ED,TEFL,Goal 2: Improve Teaching,Objective 2.1 Improve Teachers' Communication Skills,"Teachers: Classroom Management - Number of teachers, out of the total number of teachers the Volunteer worked with, who introduced improved structures or routines to manage classroom interactions more effectively",Outcome,
Rwanda,ED,TEFL,Goal 2: Improve Teaching,Objective 2.1 Improve Teachers' Communication Skills,"Teachers: English Teacher Communities of Practice - Number of English Teachers, out of the total number of teachers the Volunteer worked with, who increased their participation in teacher professional development activities in English. ",Outcome,
Rwanda,ED,TEFL,Goal 2: Improve Teaching,Objective 2.2 Improve English Teachers' Instructional Practice and Resource Development,"Teachers: English Teaching Methodology - Number of teachers, out of the total number of teachers the Volunteer worked with, who improved their English instruction in one or more of the following ways: used new techniques for teaching language skills or mo",Outcome,
Rwanda,ED,TEFL,Goal 2: Improve Teaching,Objective 2.2 Improve English Teachers' Instructional Practice and Resource Development,"Teachers: Resource Development - Number of teachers, out of the total number of teachers the Volunteer worked with, who increased  their use of learning resources or classroom materials by creating, improving, or managing items such as lesson plans, poste",Outcome,
Rwanda,ED,TEFL,Goal 2: Improve Teaching,Objective 2.2 Improve English Teachers' Instructional Practice and Resource Development,"Teachers: Promoting Gender-Equitable Practices - Number of teachers (male and female), out of the total number of teachers the Volunteer worked with, who used improved gender equitable classroom practices. ",Outcome,
